team1,team2,score1,score2,event,date,match_url,winner,rank1,rank2
Johnny Speeds,SINNERS,2,1,CCT Season 3 Europe Series 8,Results for October 7th 2025,https://www.hltv.org/matches/2386326/johnny-speeds-vs-sinners-cct-season-3-europe-series-8,Johnny Speeds,73,65
Natus Vincere,HOTU,2,0,ESL Pro League Season 22,Results for October 7th 2025,https://www.hltv.org/matches/2385955/natus-vincere-vs-hotu-esl-pro-league-season-22,Natus Vincere,8,35
Betclic,Alliance,2,1,Galaxy Battle 2025 Phase 4,Results for October 7th 2025,https://www.hltv.org/matches/2386201/betclic-vs-alliance-galaxy-battle-2025-phase-4,Betclic,93,76
FAVBET,1win,0,2,NODWIN Clutch Series 1,Results for October 7th 2025,https://www.hltv.org/matches/2386649/favbet-vs-1win-nodwin-clutch-series-1,1win,68,77
MOUZ,Falcons,1,2,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385952/mouz-vs-falcons-esl-pro-league-season-22,Falcons,4,3
ARCRED,Johnny Speeds,1,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386456/arcred-vs-johnny-speeds-esl-challenger-league-season-50-europe-cup-3,Johnny Speeds,60,73
SINNERS,JiJieHao,2,0,Exort The Proving Grounds Season 5,Results for October 6th 2025,https://www.hltv.org/matches/2386410/sinners-vs-jijiehao-exort-the-proving-grounds-season-5,SINNERS,65,79
Spirit,G2,2,0,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385953/spirit-vs-g2-esl-pro-league-season-22,Spirit,5,9
HOTU,Sangal,0,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386461/hotu-vs-sangal-esl-challenger-league-season-50-europe-cup-3,Sangal,35,97
The MongolZ,GamerLegion,2,1,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385950/the-mongolz-vs-gamerlegion-esl-pro-league-season-22,The MongolZ,10,20
FAVBET,EYEBALLERS,1,2,CCT Season 3 Europe Series 8,Results for October 6th 2025,https://www.hltv.org/matches/2386324/favbet-vs-eyeballers-cct-season-3-europe-series-8,EYEBALLERS,68,34
Astralis,FaZe,0,2,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385951/astralis-vs-faze-esl-pro-league-season-22,FaZe,12,7
3DMAX,Natus Vincere,2,1,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385948/3dmax-vs-natus-vincere-esl-pro-league-season-22,3DMAX,13,8
Oramond,FORZE Reload,2,1,NODWIN Clutch Series 1,Results for October 6th 2025,https://www.hltv.org/matches/2386646/oramond-vs-forze-reload-nodwin-clutch-series-1,Oramond,51,90
Inner Circle,FURIA,0,2,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385949/inner-circle-vs-furia-esl-pro-league-season-22,FURIA,44,2
ARCRED,EYEBALLERS,1,2,Exort The Proving Grounds Season 5,Results for October 6th 2025,https://www.hltv.org/matches/2386407/arcred-vs-eyeballers-exort-the-proving-grounds-season-5,EYEBALLERS,60,34
Gentle Mates,Aurora,0,2,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385947/gentle-mates-vs-aurora-esl-pro-league-season-22,Aurora,27,11
Vitality,HOTU,2,0,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385946/vitality-vs-hotu-esl-pro-league-season-22,Vitality,1,35
fnatic,9INE,3,2,Fragadelphia Blocktober 2025,Results for October 6th 2025,https://www.hltv.org/matches/2386668/fnatic-vs-9ine-fragadelphia-blocktober-2025,fnatic,33,41
RED Canids,MIBR,2,3,Circuit X South America Season 1,Results for October 6th 2025,https://www.hltv.org/matches/2386402/red-canids-vs-mibr-circuit-x-south-america-season-1,MIBR,38,28
OG,ECSTATIC,2,1,Fragadelphia Blocktober 2025,Results for October 6th 2025,https://www.hltv.org/matches/2386667/og-vs-ecstatic-fragadelphia-blocktober-2025,OG,52,50
9INE,ECSTATIC,2,1,Fragadelphia Blocktober 2025,Results for October 5th 2025,https://www.hltv.org/matches/2386666/9ine-vs-ecstatic-fragadelphia-blocktober-2025,9INE,41,50
SINNERS,CYBERSHOKE,2,0,ESL Challenger League Season 50 Europe Cup 3,Results for October 5th 2025,https://www.hltv.org/matches/2386448/sinners-vs-cybershoke-esl-challenger-league-season-50-europe-cup-3,SINNERS,65,58
FaZe,3DMAX,0,2,ESL Pro League Season 22,Results for October 5th 2025,https://www.hltv.org/matches/2385944/faze-vs-3dmax-esl-pro-league-season-22,3DMAX,7,13
FURIA,G2,0,2,ESL Pro League Season 22,Results for October 5th 2025,https://www.hltv.org/matches/2385945/furia-vs-g2-esl-pro-league-season-22,G2,2,9
ShindeN,Fluxo,0,2,Circuit X South America Season 1,Results for October 5th 2025,https://www.hltv.org/matches/2386401/shinden-vs-fluxo-circuit-x-south-america-season-1,Fluxo,71,66
Johnny Speeds,Sangal,2,1,Exort The Proving Grounds Season 5,Results for October 5th 2025,https://www.hltv.org/matches/2386404/johnny-speeds-vs-sangal-exort-the-proving-grounds-season-5,Johnny Speeds,73,97
OG,fnatic,0,2,Fragadelphia Blocktober 2025,Results for October 5th 2025,https://www.hltv.org/matches/2386665/og-vs-fnatic-fragadelphia-blocktober-2025,fnatic,52,33
Vitality,GamerLegion,2,0,ESL Pro League Season 22,Results for October 5th 2025,https://www.hltv.org/matches/2385943/vitality-vs-gamerlegion-esl-pro-league-season-22,Vitality,1,20
Spirit,HOTU,2,0,ESL Pro League Season 22,Results for October 5th 2025,https://www.hltv.org/matches/2385942/spirit-vs-hotu-esl-pro-league-season-22,Spirit,5,35
Aurora,Astralis,2,1,ESL Pro League Season 22,Results for October 5th 2025,https://www.hltv.org/matches/2385941/aurora-vs-astralis-esl-pro-league-season-22,Aurora,11,12
MOUZ,Gentle Mates,2,0,ESL Pro League Season 22,Results for October 5th 2025,https://www.hltv.org/matches/2385940/mouz-vs-gentle-mates-esl-pro-league-season-22,MOUZ,4,27
Tricked,1win,1,2,CCT Season 3 Europe Series 8,Results for October 5th 2025,https://www.hltv.org/matches/2386319/tricked-vs-1win-cct-season-3-europe-series-8,1win,59,77
The MongolZ,Inner Circle,0,2,ESL Pro League Season 22,Results for October 5th 2025,https://www.hltv.org/matches/2385939/the-mongolz-vs-inner-circle-esl-pro-league-season-22,Inner Circle,10,44
Falcons,Natus Vincere,2,0,ESL Pro League Season 22,Results for October 5th 2025,https://www.hltv.org/matches/2385938/falcons-vs-natus-vincere-esl-pro-league-season-22,Falcons,3,8
Oramond,CYBERSHOKE,2,0,Exort The Proving Grounds Season 5,Results for October 5th 2025,https://www.hltv.org/matches/2386405/oramond-vs-cybershoke-exort-the-proving-grounds-season-5,Oramond,51,58
ECSTATIC,Sharks,2,0,Fragadelphia Blocktober 2025,Results for October 5th 2025,https://www.hltv.org/matches/2386664/ecstatic-vs-sharks-fragadelphia-blocktober-2025,ECSTATIC,50,39
MIBR,Fluxo,2,1,Circuit X South America Season 1,Results for October 5th 2025,https://www.hltv.org/matches/2386399/mibr-vs-fluxo-circuit-x-south-america-season-1,MIBR,28,66
fnatic,BIG,2,1,Fragadelphia Blocktober 2025,Results for October 5th 2025,https://www.hltv.org/matches/2386661/fnatic-vs-big-fragadelphia-blocktober-2025,fnatic,33,63
ShindeN,RED Canids,0,2,Circuit X South America Season 1,Results for October 5th 2025,https://www.hltv.org/matches/2386400/shinden-vs-red-canids-circuit-x-south-america-season-1,RED Canids,71,38
OG,Wildcard,2,1,Fragadelphia Blocktober 2025,Results for October 5th 2025,https://www.hltv.org/matches/2386662/og-vs-wildcard-fragadelphia-blocktober-2025,OG,52,75
Imperial,Fluxo,1,2,Circuit X South America Season 1,Results for October 4th 2025,https://www.hltv.org/matches/2386397/imperial-vs-fluxo-circuit-x-south-america-season-1,Fluxo,23,66
9INE,9z,2,1,Fragadelphia Blocktober 2025,Results for October 4th 2025,https://www.hltv.org/matches/2386658/9ine-vs-9z-fragadelphia-blocktober-2025,9INE,41,42
MIBR,ODDIK,2,0,Circuit X South America Season 1,Results for October 4th 2025,https://www.hltv.org/matches/2386398/mibr-vs-oddik-circuit-x-south-america-season-1,MIBR,28,47
Betclic,Tricked,1,2,Exort The Proving Grounds Season 5,Results for October 4th 2025,https://www.hltv.org/matches/2386362/betclic-vs-tricked-exort-the-proving-grounds-season-5,Tricked,93,59
ECSTATIC,Bounty Hunters,2,0,Fragadelphia Blocktober 2025,Results for October 4th 2025,https://www.hltv.org/matches/2386660/ecstatic-vs-bounty-hunters-fragadelphia-blocktober-2025,ECSTATIC,50,88
FURIA,3DMAX,2,0,ESL Pro League Season 22,Results for October 4th 2025,https://www.hltv.org/matches/2385937/furia-vs-3dmax-esl-pro-league-season-22,FURIA,2,13
Vitality,Gentle Mates,0,2,ESL Pro League Season 22,Results for October 4th 2025,https://www.hltv.org/matches/2385935/vitality-vs-gentle-mates-esl-pro-league-season-22,Gentle Mates,1,27
Johnny Speeds,FAVBET,2,0,CCT Season 3 Europe Series 8,Results for October 4th 2025,https://www.hltv.org/matches/2386317/johnny-speeds-vs-favbet-cct-season-3-europe-series-8,Johnny Speeds,73,68
Aurora,Natus Vincere,0,2,ESL Pro League Season 22,Results for October 4th 2025,https://www.hltv.org/matches/2385934/aurora-vs-natus-vincere-esl-pro-league-season-22,Natus Vincere,11,8
The MongolZ,HOTU,1,2,ESL Pro League Season 22,Results for October 4th 2025,https://www.hltv.org/matches/2385933/the-mongolz-vs-hotu-esl-pro-league-season-22,HOTU,10,35
G2,FaZe,1,0,ESL Pro League Season 22,Results for October 4th 2025,https://www.hltv.org/matches/2385936/g2-vs-faze-esl-pro-league-season-22,G2,9,7
Falcons,Astralis,2,0,ESL Pro League Season 22,Results for October 4th 2025,https://www.hltv.org/matches/2385932/falcons-vs-astralis-esl-pro-league-season-22,Falcons,3,12
JiJieHao,Oramond,2,1,Exort The Proving Grounds Season 5,Results for October 4th 2025,https://www.hltv.org/matches/2386359/jijiehao-vs-oramond-exort-the-proving-grounds-season-5,JiJieHao,79,51
Spirit,Inner Circle,2,1,ESL Pro League Season 22,Results for October 4th 2025,https://www.hltv.org/matches/2385931/spirit-vs-inner-circle-esl-pro-league-season-22,Spirit,5,44
MOUZ,GamerLegion,2,0,ESL Pro League Season 22,Results for October 4th 2025,https://www.hltv.org/matches/2385930/mouz-vs-gamerlegion-esl-pro-league-season-22,MOUZ,4,20
CYBERSHOKE,FAVBET,2,1,CCT Season 3 Europe Series 8,Results for October 3rd 2025,https://www.hltv.org/matches/2386273/cybershoke-vs-favbet-cct-season-3-europe-series-8,CYBERSHOKE,58,68
Fluxo,RED Canids,0,2,Circuit X South America Season 1,Results for October 3rd 2025,https://www.hltv.org/matches/2386389/fluxo-vs-red-canids-circuit-x-south-america-season-1,RED Canids,66,38
Johnny Speeds,ARCRED,2,0,Exort The Proving Grounds Season 5,Results for October 3rd 2025,https://www.hltv.org/matches/2386356/johnny-speeds-vs-arcred-exort-the-proving-grounds-season-5,Johnny Speeds,73,60
Imperial,Gaimin Gladiators,2,0,Circuit X South America Season 1,Results for October 3rd 2025,https://www.hltv.org/matches/2386386/imperial-vs-gaimin-gladiators-circuit-x-south-america-season-1,Imperial,23,64
MIBR,ShindeN,2,0,Circuit X South America Season 1,Results for October 2nd 2025,https://www.hltv.org/matches/2386384/mibr-vs-shinden-circuit-x-south-america-season-1,MIBR,28,71
FURIA,B8,2,1,ESL Pro League Season 22 Stage 1,Results for October 2nd 2025,https://www.hltv.org/matches/2385929/furia-vs-b8-esl-pro-league-season-22-stage-1,FURIA,2,16
Astralis,Legacy,2,1,ESL Pro League Season 22 Stage 1,Results for October 2nd 2025,https://www.hltv.org/matches/2385928/astralis-vs-legacy-esl-pro-league-season-22-stage-1,Astralis,12,25
Johnny Speeds,CYBERSHOKE,2,0,Exort The Proving Grounds Season 5,Results for October 2nd 2025,https://www.hltv.org/matches/2386353/johnny-speeds-vs-cybershoke-exort-the-proving-grounds-season-5,Johnny Speeds,73,58
EYEBALLERS,1win,0,2,CCT Season 3 Europe Series 8,Results for October 2nd 2025,https://www.hltv.org/matches/2386269/eyeballers-vs-1win-cct-season-3-europe-series-8,1win,34,77
The Huns,Chinggis Warriors,2,0,ESN Fall Showdown 2025,Results for October 2nd 2025,https://www.hltv.org/matches/2386368/the-huns-vs-chinggis-warriors-esn-fall-showdown-2025,The Huns,67,83
Sangal,FAVBET,1,2,Galaxy Battle 2025 Phase 4,Results for October 2nd 2025,https://www.hltv.org/matches/2386195/sangal-vs-favbet-galaxy-battle-2025-phase-4,FAVBET,97,68
G2,ENCE,2,0,ESL Pro League Season 22 Stage 1,Results for October 2nd 2025,https://www.hltv.org/matches/2385927/g2-vs-ence-esl-pro-league-season-22-stage-1,G2,9,70
Oramond,Sangal,0,2,Exort The Proving Grounds Season 5,Results for October 2nd 2025,https://www.hltv.org/matches/2386351/oramond-vs-sangal-exort-the-proving-grounds-season-5,Sangal,51,97
CYBERSHOKE,FAVBET,2,1,CCT Season 3 Europe Series 7,Results for October 1st 2025,https://www.hltv.org/matches/2386006/cybershoke-vs-favbet-cct-season-3-europe-series-7,CYBERSHOKE,58,68
Legacy,Gentle Mates,0,2,ESL Pro League Season 22 Stage 1,Results for October 1st 2025,https://www.hltv.org/matches/2385926/legacy-vs-gentle-mates-esl-pro-league-season-22-stage-1,Gentle Mates,25,27
Tricked,SINNERS,0,2,Exort The Proving Grounds Season 5,Results for October 1st 2025,https://www.hltv.org/matches/2386350/tricked-vs-sinners-exort-the-proving-grounds-season-5,SINNERS,59,65
FURIA,M80,2,0,ESL Pro League Season 22 Stage 1,Results for October 1st 2025,https://www.hltv.org/matches/2385925/furia-vs-m80-esl-pro-league-season-22-stage-1,FURIA,2,24
3DMAX,ENCE,2,1,ESL Pro League Season 22 Stage 1,Results for October 1st 2025,https://www.hltv.org/matches/2385924/3dmax-vs-ence-esl-pro-league-season-22-stage-1,3DMAX,13,70
Astralis,HEROIC,2,1,ESL Pro League Season 22 Stage 1,Results for October 1st 2025,https://www.hltv.org/matches/2385923/astralis-vs-heroic-esl-pro-league-season-22-stage-1,Astralis,12,22
Tricked,SINNERS,0,2,CCT Season 3 Europe Series 8,Results for October 1st 2025,https://www.hltv.org/matches/2386265/tricked-vs-sinners-cct-season-3-europe-series-8,SINNERS,59,65
G2,Fluxo,2,1,ESL Pro League Season 22 Stage 1,Results for October 1st 2025,https://www.hltv.org/matches/2385922/g2-vs-fluxo-esl-pro-league-season-22-stage-1,G2,9,66
GamerLegion,B8,2,0,ESL Pro League Season 22 Stage 1,Results for October 1st 2025,https://www.hltv.org/matches/2385921/gamerlegion-vs-b8-esl-pro-league-season-22-stage-1,GamerLegion,20,16
BetBoom,CYBERSHOKE,0,2,CCT Season 3 Europe Series 7,Results for October 1st 2025,https://www.hltv.org/matches/2386004/betboom-vs-cybershoke-cct-season-3-europe-series-7,CYBERSHOKE,32,58
MIBR,Imperial,3,2,FERJEE Rush 2025,Results for October 1st 2025,https://www.hltv.org/matches/2386112/mibr-vs-imperial-ferjee-rush-2025,MIBR,28,23
Gaimin Gladiators,ODDIK,0,2,FERJEE Rush 2025,Results for October 1st 2025,https://www.hltv.org/matches/2386111/gaimin-gladiators-vs-oddik-ferjee-rush-2025,ODDIK,64,47
Passion UA,EYEBALLERS,2,1,Urban Riga Open Season 1,Results for October 1st 2025,https://www.hltv.org/matches/2386258/passion-ua-vs-eyeballers-urban-riga-open-season-1,Passion UA,17,34
1win,CYBERSHOKE,1,2,CCT Season 3 Europe Series 7,Results for September 30th 2025,https://www.hltv.org/matches/2386003/1win-vs-cybershoke-cct-season-3-europe-series-7,CYBERSHOKE,77,58
BIG,EYEBALLERS,0,2,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386257/big-vs-eyeballers-urban-riga-open-season-1,EYEBALLERS,63,34
HEROIC,3DMAX,0,2,ESL Pro League Season 22 Stage 1,Results for September 30th 2025,https://www.hltv.org/matches/2385919/heroic-vs-3dmax-esl-pro-league-season-22-stage-1,3DMAX,22,13
FURIA,Legacy,0,2,ESL Pro League Season 22 Stage 1,Results for September 30th 2025,https://www.hltv.org/matches/2385920/furia-vs-legacy-esl-pro-league-season-22-stage-1,Legacy,2,25
Passion UA,EYEBALLERS,2,1,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386253/passion-ua-vs-eyeballers-urban-riga-open-season-1,Passion UA,17,34
MOUZ NXT,BIG,10,13,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386256/mouz-nxt-vs-big-urban-riga-open-season-1,BIG,69,63
Tricked,Johnny Speeds,2,0,Galaxy Battle 2025 Phase 4,Results for September 30th 2025,https://www.hltv.org/matches/2386190/tricked-vs-johnny-speeds-galaxy-battle-2025-phase-4,Tricked,59,73
NRG,Fluxo,0,2,ESL Pro League Season 22 Stage 1,Results for September 30th 2025,https://www.hltv.org/matches/2385918/nrg-vs-fluxo-esl-pro-league-season-22-stage-1,Fluxo,19,66
Astralis,GamerLegion,0,2,ESL Pro League Season 22 Stage 1,Results for September 30th 2025,https://www.hltv.org/matches/2385917/astralis-vs-gamerlegion-esl-pro-league-season-22-stage-1,GamerLegion,12,20
1win,FORZE Reload,2,0,NODWIN Clutch Series 1 Closed Qualifier,Results for September 30th 2025,https://www.hltv.org/matches/2386284/1win-vs-forze-reload-nodwin-clutch-series-1-closed-qualifier,1win,77,90
BIG,OG,16,14,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386254/big-vs-og-urban-riga-open-season-1,BIG,63,52
Monte,FAVBET,2,1,Galaxy Battle 2025 Phase 4,Results for September 30th 2025,https://www.hltv.org/matches/2386187/monte-vs-favbet-galaxy-battle-2025-phase-4,Monte,31,68
Inner Circle,Gentle Mates,2,1,ESL Pro League Season 22 Stage 1,Results for September 30th 2025,https://www.hltv.org/matches/2385915/inner-circle-vs-gentle-mates-esl-pro-league-season-22-stage-1,Inner Circle,44,27
G2,B8,1,2,ESL Pro League Season 22 Stage 1,Results for September 30th 2025,https://www.hltv.org/matches/2385916/g2-vs-b8-esl-pro-league-season-22-stage-1,B8,9,16
MOUZ NXT,EYEBALLERS,0,2,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386249/mouz-nxt-vs-eyeballers-urban-riga-open-season-1,EYEBALLERS,69,34
OG,Alliance,13,9,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386251/og-vs-alliance-urban-riga-open-season-1,OG,52,76
Passion UA,BIG,2,1,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386250/passion-ua-vs-big-urban-riga-open-season-1,Passion UA,17,63
Johnny Speeds,1win,2,1,CCT Season 3 Europe Series 8,Results for September 30th 2025,https://www.hltv.org/matches/2386259/johnny-speeds-vs-1win-cct-season-3-europe-series-8,Johnny Speeds,73,77
Alliance,EYEBALLERS,1,2,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386246/alliance-vs-eyeballers-urban-riga-open-season-1,EYEBALLERS,76,34
HOTU,ENCE,2,0,ESL Pro League Season 22 Stage 1,Results for September 30th 2025,https://www.hltv.org/matches/2385913/hotu-vs-ence-esl-pro-league-season-22-stage-1,HOTU,35,70
OG,MOUZ NXT,0,2,Urban Riga Open Season 1,Results for September 30th 2025,https://www.hltv.org/matches/2386245/og-vs-mouz-nxt-urban-riga-open-season-1,MOUZ NXT,52,69
MIBR,ODDIK,2,1,FERJEE Rush 2025,Results for September 30th 2025,https://www.hltv.org/matches/2386109/mibr-vs-oddik-ferjee-rush-2025,MIBR,28,47
